timestamp,open,high,low,close,volume
2018-01-02 00:00:00-05:00,235.7436773419188,236.5974395056034,235.35640212165757,236.56222534179688,86655700
2018-01-03 00:00:00-05:00,236.72936705656858,238.20806589594875,236.72936705656858,238.0584259033203,90070400
2018-01-04 00:00:00-05:00,238.70095378809887,239.5459053575724,238.1200411901714,239.06179809570312,80636400
2018-01-05 00:00:00-05:00,239.8539988745469,240.77816225162655,239.36110815870046,240.6549530029297,83524000
2018-01-08 00:00:00-05:00,240.55811662393486,241.25345513837206,240.2676737237684,241.09503173828125,57319200
2018-01-09 00:00:00-05:00,241.51741944859924,242.26556553170047,241.23576002852244,241.64065551757812,57254000
2018-01-10 00:00:00-05:00,240.88381247686453,241.53515354969787,240.2149046152303,241.27108764648438,69574300
2018-01-11 00:00:00-05:00,241.825564426552,243.03138732910156,241.65833076818808,243.03138732910156,62361500
2018-01-12 00:00:00-05:00,243.2954586087151,244.78291419901413,242.99617857933265,244.61570739746094,90816100
2018-01-16 00:00:00-05:00,245.8742785150605,246.525592497555,243.08414159937195,243.77947998046875,106555100
2018-01-17 00:00:00-05:00,244.71254476961712,246.49047036797927,243.77957098566594,246.1031951904297,113258800
2018-01-18 00:00:00-05:00,245.98879788782554,246.41126036770294,245.19662701698726,245.68954467773438,100728000
2018-01-19 00:00:00-05:00,246.27039686967373,246.80731201171878,245.68951103937377,246.80731201171875,140920100
2018-01-22 00:00:00-05:00,246.59610888178338,248.8141174316406,246.54327421248192,248.81411743164062,91322400
2018-01-23 00:00:00-05:00,248.85808626496785,249.63263651822,248.532429194971,249.34219360351562,97084700
2018-01-24 00:00:00-05:00,249.98468212184525,250.5832152829012,248.06592711458097,249.24534606933594,134816100
2018-01-25 00:00:00-05:00,250.10793928909638,250.20474464268864,248.5588387473728,249.35098266601562,84587300
2018-01-26 00:00:00-05:00,250.18720098591655,252.28200049326455,249.9319453091672,252.23797607421875,107743100
2018-01-29 00:00:00-05:00,251.66588143084846,252.10596447193785,250.40725037986175,250.565673828125,90118300
2018-01-30 00:00:00-05:00,248.73491115060395,250.6184523790427,247.52027780134623,247.99557495117188,131796400
2018-01-31 00:00:00-05:00,248.84931188627255,249.35098602984448,247.04495569446198,248.11875915527344,108364800
2018-02-01 00:00:00-05:00,247.38827652689116,249.1397983597401,247.04499887654444,247.83714294433594,90102500
2018-02-02 00:00:00-05:00,246.5167484323188,246.6487947494897,242.40639047231087,242.4416046142578,173174800
2018-02-05 00:00:00-05:00,240.68135019801932,242.7937427585855,231.75645603942664,232.30215454101562,294681800
2018-02-06 00:00:00-05:00,228.79033186749533,237.38075985985745,227.6989347198052,236.87905883789062,355026800
2018-02-07 00:00:00-05:00,236.32455055637257,239.7219781294161,235.51478608778726,235.59402465820312,167376100
2018-02-08 00:00:00-05:00,235.89326729174834,236.034097056527,226.7219269569538,226.75714111328125,246449500
2018-02-09 00:00:00-05:00,229.5472489990059,232.0205129539918,222.6115510503879,230.1633758544922,283565300
2018-02-12 00:00:00-05:00,232.21415380783523,235.0131017383919,230.30420887774528,233.543212890625,143736000
2018-02-13 00:00:00-05:00,232.3374096823058,234.66984410567167,231.75649692507503,234.1241455078125,81223600
2018-02-14 00:00:00-05:00,232.63666039923194,237.64480681010988,232.62785014434985,237.283935546875,120735700
2018-02-15 00:00:00-05:00,239.02665660887322,240.32050153842815,236.56217600658562,240.3116912841797,111200300
2018-02-16 00:00:00-05:00,239.68676840292403,242.32726592741432,239.6427439945313,240.382080078125,160420100
2018-02-20 00:00:00-05:00,239.4314923731264,240.87497712315854,238.08483982487812,238.87698364257812,86369700
2018-02-21 00:00:00-05:00,239.31712469165862,241.79919920284223,237.59200689107456,237.68881225585938,98883700
2018-02-22 00:00:00-05:00,238.61296827236853,240.32927557049345,237.32793364711858,237.99684143066406,110511300
2018-02-23 00:00:00-05:00,239.22029018931661,241.7903594970703,238.7449930968572,241.7903594970703,92766400
